attraction,attraction_city,mo_yr_posted_final,mo_yr_visited,num_contributions_user,num_helpful_user,num_helpful_votes,rating,rev_text,rev_title,user,user_loc
Central Park,New York City,Mar 2020,September 2019,309,87,0,5,"The park was on my must visit lists, not because I'm a big walker, but just because it iconic status. From the swanky apartments overlooking the park to the beautiful walks you can take whilst gazing around at other walkers, tourists galore, cyclists, dog owners and joggers, and native New Yorkers just meeting up. We walked up to Strawberry Fields, which was beautiful and sat and had a rest by the lake. It was a only a short visit, maybe and hour or so but it definitely recharged our batteries for a shop around Columbus Circle,.",Green solitude in a concrete metropolis!,travelbag3011,"Birmingham, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,7,0,0,5,Park is gorgeous relief n a big bustling city. Many recognisable movie locations. Loads of options to get around it but loved the walk. Will be even prettier in Summer,Beautiful spit,Susie R,"Derby, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,17,17,1,5,Great fun and easy to navigate. Lots of places to stop for photos or even sit and listen to some great music. Stopped and had a few drinks at The Tavern Over The Green. Photo is a view over The Reservoir.,Cycling around Central Park,Rita S,"Kingscliff, Australia"
Central Park,New York City,Mar 2020,March 2020,17,17,1,5,Beautiful space to travel and stop the time. There are supermarkets nearby whereyou can buy tasty picnics at a good price to feel like an authentic New Yorker,"Walk, run or ride but go in it!",Aida,
Central Park,New York City,Mar 2020,March 2020,695,216,0,5,I was a little apprehensive about visiting the Park as I was unsure about safety and just how much there was to actually see there. I am pleased to say that I need not have been concerned. We visited early on a Saturday morning when the Park was full of joggers/cyclists/walkers etc. We rented bikes for a couple of hours and had a leisurely spin around the Park in the brisk morning air. There was also plenty to do/see in the Park including Belvedere Castle & the multiple bridges. We also stopped for a ride on the carousel and for a beverage at one of the multiple vendors inside the Park. While we didnt go in; there is also the zoo there for anyone that way inclined.,Brisk Morning Cycle,Kavo85,"Dublin, Ireland"
Central Park,New York City,Mar 2020,September 2019,15,1,0,5,"Central Park became one of our highlights in New York. It is huge but some London parks are competitive in that sense. However, the atmosphere is livelier and some of the views of the skyscrapers are astounding, although this was undoubtedly aided by the beautiful weather in August. Even the buskers are impressive. I would strongly recommend hiring bikes. You can cycle around in an hour and a lot of it is downhill but you can see a lot more this way. Only a few short parts are uphill but it is suitable for amateur, leisure cyclists. I would avoid the sellers who come offering bikes, go online and look for vouchers or deals; you can find 2 bikes for 5 hours for a total of $25. We did not get the chance to visit the zoo or lido which we would do if ever we go again. This place is a must-visit in New York.",An unbelievable day out,Panda & Fig,"London, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,55,21,0,5,"a perfect oasis of peace and quiet in the crazy constant noise of New York City. Lots to see, loved the John Lennon Strawberry Fields Memorial .",Birthday Trip to New York,mikeyboy07,"Zurich, Switzerland"
Central Park,New York City,Mar 2020,March 2020,27,5,0,5,"The park is amazing even in March! We walked for 6 hours. I can honestly say we saw Central Park. The weather was cold but the sun was shining so it was a great day to be outside. I enjoyed the Castle and the Zoo. The lakes are beautiful and it’s unbelievable that there is a park that big in the middle of a city,",NYC Trip,878tammieg,"Sumter, South Carolina"
Central Park,New York City,Mar 2020,March 2020,18,10,0,5,One of our favorite places in NYC. There is something for everyone. Take the time to stroll around and take it all in.,Fantastic! ,Brian Danielian,"Asheville, North Carolina"
Central Park,New York City,Mar 2020,December 2019,21,21,1,5,"It’s the city’s lung, significant diversity of flowers, trees and vegetation, we did our morning jog and we have very good memories",My best park,Arthoup,"Sao Paulo, SP"
Central Park,New York City,Mar 2020,March 2020,85,42,0,5,"This was a must do for us the on our First visit to New York. Since it’s March, nothing was green but we still enjoyed it. My daughter loved seeing where the scene from Home Alone 2 was shot. A great way to do something free in New York and see the places you’ve only seen in the movies.",Must do ,Bnblover1130,Florida
Central Park,New York City,Mar 2020,February 2020,13,2,0,4,"Beautiful place, stunning wildlife and an oasis of calm in a very noisy city. It was clean, relaxing. Some buskers that gavi it a nice ambience. John Lennon memorial garden was a little disappointing. Lovely lake with surrounding walks. Everything was well signposted.",Central Park New York.,Keith M,"Walsall, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,148,22,0,4,"Easily accesible. Lots of things to do. My favorite is Bethesda Angel Fountain. Anytime I an in NCY I visit. Spring and fall the best views. Walk, run, stroll, bike. Several museums around",Urban Oasis,julio a,"Fairview Park, Ohio"
Central Park,New York City,Mar 2020,February 2020,80,42,1,5,I love park's just walking through them and connecting with one's self. Its a huge park and I loved the squirrels and the option of the Zoo.,Nature at its best,cate s,"Sydney, Australia"
Central Park,New York City,Mar 2020,December 2019,51,7,0,5,"Walking through Central Park is like walking through a fairytale forest. Everything you could want from nature is there. The singing birds, the fat squirrels, the elusive turtles, the stone bridges, the ponds, lakes, and waterfalls. It’s all there. And you can explore it without ever putting shoe to dirt. There are cleverly cut paths that run seamlessly with the natural flow of the landscape. Every once in awhile, while meandering through the forest you’ll see a person who appears to be frozen in time. Just one of the many statues placed throughout the park. It would take me all night to tell you everything lovely about Central Park. If it weren’t for the breathtaking city views you catch a glimpse of through a clearing of trees, or from the top of a rock, you would forget that you were in the middle of the most densely populated city in America! Advice: If you rent a bike to ride through the park, be prepared to dismount a lot. You can only ride your bike one way on designated bike lanes around the park’s perimeter, except for an occasional cut-through. There are rules of the road for bikers...you can’t just leisurely ride your bike through the park. So, if you want to see anything WITHIN the inside of the park, you have to lock up your bike and walk. For example, Strawberry Fields, The Ramble, Belvedere Castle, any bridges, The Woods, etc.",Fairytale Forest,Meecherry,"Vidor, Texas"
Central Park,New York City,Mar 2020,September 2019,3,1,0,5,"This past Labor Day weekend my family and I took my Granddaughter who was 5yrs old for an outing to Victorian Gardens located in Central Park. It was a great experience. The rides were fun and very age appropriate. ,(I would say probably until around 10 yrs old) You can also grab something healthy to snack on. Prices are reasonable. It's a great place to visit and centrally located too.We had a great time.",Central Park,233mildredl,"Chicago, Illinois"
Central Park,New York City,Mar 2020,March 2020,277,88,0,5,"If you love squirrels (which I do) this is a place for you! The natural surroundings of the park are stunning and it is a real oasis amid the hustle and bustle of the city that never sleeps. Pop on your comfortable shoes, bring a jacket and enjoy the exploration experience! (Of course there are irritating spruikers and hawkers as with any tourist attraction but just ignore them and carry on your merry way)",NYC Must See,An0nym0usC0ntribut0r,"Sydney, Australia"
Central Park,New York City,Mar 2020,March 2020,44,50,1,4,Once you have run the gauntlet of touts for all types of tours and rides and you are in the park it is a pleasant way to spend a few hours just walking people watching or maybe star spotting if your lucky as there is often a least one film crew around. Be strong choose your own way to see the sights but see them.,A walk in the park ,karenjsteele,"Gloucestershire, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,80,25,1,5,We hired bikes to ride around the park and had a fun afternoon riding and stopping where we wanted. People were friendly as were staff,Bike ride around Central Park,hellnback2018,"Melbourne, Australia"
Central Park,New York City,Mar 2020,March 2020,120,20,0,5,We walked from the Met through part of the park. It was lovely and worth a visit. I wish we had seen all the buggies and carriages before we started walking.,Park is even nice in early spring,suesloswing,"Spring, Texas"
Central Park,New York City,Mar 2020,September 2019,32,17,1,5,Not really a park person (or walks) but once entering Central Park was really impressed with everything. Walking around I found such beautiful place (for pics). Simply WOW,First impression : WOW,Marius789,"Iasi, Romania"
Central Park,New York City,Mar 2020,March 2020,35,48,2,5,"Visited the wonderful Central Park on a recent mini break. It is a must see place if you visit New York. A massive contrast to the City; beautiful, quiet, calm and really nice to see native New Yorkers enjoying their fitness regimes! Had tea in a lovely boathouse overlooking a lake. We saw probably a quarter of the park (stopped off from the bus tour for a few hours). I imagine you could spend a whole day and not cover it all. Wonderful!",Central Park - An escape from the city,lena7702017,"Kent, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,61,19,0,5,A beautiful park to escape the hustle and bustle of the city. Kept beautifully with plenty of places to relax or eat.,Beautiful ,zbaz,Hull
Central Park,New York City,Mar 2020,February 2020,7,0,0,5,"Central Park is a must when visiting New York. You can see different beautiful places, have a cup of coffee or have a dinner. Or just go for a walk and see all the people who are out in the fresh air.",A walk in the Park,Rolf B,"Södertälje, Sweden"
Central Park,New York City,Mar 2020,March 2020,8,0,0,4,We were very lucky as the weather was great for the time of year. Park was busy great friendly atmosphere. A great place to spend a few hours,A day in the park,CmcDow11,"Glasgow, United Kingdom"
Central Park,New York City,Mar 2020,October 2019,125,39,0,5,"A lovely park for the family, there was ice skating that you could do, horse and cart rides, but also lots to walk around and see. John Lennon memorial is here which was worth’s look at. Weather was cold and the park is huge, would live to return in nicer weather so we could spend longer here.",Lovely park,Shelbell22,"Basildon, United Kingdom"
Central Park,New York City,Mar 2020,April 2019,15,0,0,4,I took my family to the park to discover hidden facts about this place. It was a wonderful experience. Whenever you are in the city. You must visit this place.,Family friendly,Dreamer042763,"Ozone Park, New York"
Central Park,New York City,Mar 2020,March 2020,360,88,2,5,"During my trip to NYC, I spent 4 days strolling central park due to the everything else in the city being closed. Thankfully the park is so vast over those 4 days we saw and visited something different. Great place for people watching, running, slowing down the pace or fresh air in a busy city.",A slice of NYC paradise,Elle1nad,"Hereford, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,30,18,0,3,"The park itself is huge, lots of walking or take the pedal cab. I seriously do not recommend the horse carriage as the horses look ready to drop to the point of cruelty. I think the park would be better in the warmer months as looks threadbare coming out of winter. Enjoy",Central Park ,Dannonday,"Uxbridge, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,178,115,0,5,"We were ‘fortunate’ to visit at the early stages of the Coronavirus pandemic, days before the city effectively closed. We spent an idyllic afternoon with very few others around. We enjoyed watching the squirrels fight and chase each other, new breeds of bird unseen to ourselves before, and watched a handful of children enjoy the ice rink. We had the carousel to ourselves and spent some time taking pictures at the ‘Friends’ fountain with no queue or others to spoil our pictures. The Lennon memorial at Strawberry Fields was the only place that had any number if tourists, but even this was easily accessible. Central Park has so much more to offer and if we’d had more time, we would have spent longer there.",Sea of tranquility in a busy ocean!,kerryandrich,"Swindon, England"
Central Park,New York City,Mar 2020,March 2020,46,6,0,5,"Having planned a”museums day” last Friday with New York going into lock-down all museums were closed. Instead we opted for a gentle stroll round Central Park, enjoying the sunshine and generally chilling. New York could never be described as a green city but Central Park is a lovely oasis. Take a carriage ride, walk, rollerblade or bike, the choice is yours. We enjoyed a cold beer at the Loeb Boathouse but we didn’t eat there, it is a great setting!",A Stroll when All Else Fails,Nomad120452,"York, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,"5,510",835,0,5,I am now walking here daily since my gym closed due to covid-19. It's very peaceful at night and I enter on 97th and 5th.,Taking regular walks,neil102,"Astoria, New York"
Central Park,New York City,Mar 2020,April 2019,133,123,2,5,"Something magical about the space designed by Olmsted. It offers world class landscape design, lakes, playing fields, ice skating in season, famous eateries and the space dedicated to the memory of John Lennon, Strawberry Fields, at Central Park West around 72nd. Surrounded by world class hotels and shopping meccas. Probably wise to visit areas south of the NY Metropolitan Museum, 86th and 5th. Further North can be hazardous to one’s health on occasion.",Truly One of the Great Parks of the World,lexi3,
Central Park,New York City,Mar 2020,April 2019,5,0,0,5,"Years ago I was given a tour of central park on bicycle by a park ranger. He showed me things that I am passing on to you. I bring all friends and visitors to these two amazing spots! They are located next to each other in the north east corner of central park. The Harlem mirror it’s a beautiful large body of water the most tourists don’t know exist. And many New Yorkers don’t know as well. It is beautiful terrain and a path that you can walk around. There are large boulders for children to climb as well. Just south of the mirror is the Conservancy Garden. Is it is a separate gated garden within Central Park. It contains a French garden, an Italian garden and an English garden. There are flowers and pathways and water features indicative of each country. You can spend hours there alone. Afton there is a string trio or quartet playing in the English garden section. The main entrance is on fifth Avenue across the street from the Museum of the city of New York.",Visit The often overlook Conservancy Garden And the Harlem Meer.,Gary S,
Central Park,New York City,Mar 2020,March 2020,64,54,1,5,"We were actually in the park for around five hours. Spring flowers dotted around morning were a joy on a cold Spring morning. The park was alive with people of all ages walking, running, cycling and having fun. We also visited the zoo. It only takes a couple of hours to see the limited display of animals, but the zoo is well laid out, extremely clean and well worth the modest entry price.",A beautifully kept park in the heart of New York.,Martin W,"Norwich, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,8,1,0,5,"What an iconic place this was to visit, you just don’t realise how big the park is. We took the Horse and Carriage ride with Kenny me his horse Clarence and were amazed by the scenery, the place is well looked after and a very relaxed feeling riding round. Well worth taking the time out to view.",Horse and Carriage ride with Kenny and Clarence.,Steve H,
Central Park,New York City,Mar 2020,March 2020,10,10,1,5,"It is called the « green lung « of New York. We visited the Southern part, but it was too broad for us to walk through it within the time we had. We went through the Northern part when we went to the Guggenheim.",Deserves its nicknam,chantal v,Belgium
Central Park,New York City,Mar 2020,March 2020,199,112,1,5,"What is there to say about Central Park that hasn't been written , shot on film ,or seen in movies .It is vast and hillier than you'd think .We fed squirrels , much to the Grandsons delight , visited the playground , probably one of many in the park .People watched joggers , skaters ,bikers , carriages and horses .Ate ice cream and wondered at the high skyline from this great vantage point .You can't visit N.Y. without seeing Central Park .",Cool.,RAINYSNOWS,england
Central Park,New York City,Mar 2020,December 2019,15,18,1,5,"This was a nice hotel for a walk out around town. Bundle up if you are in winter thought, but i think that also made it nice.",Nice for a walk,Lancdudely48,"San Jose, California"
Central Park,New York City,Mar 2020,February 2020,242,70,2,5,We loved our day in Central Park we walked and walked stopping off for a drink at the tavern and we pre-booked a meal at The Boathouse. What a fantastic place to get some piece away from the busy NY city.,Our Favourite Day,Tafty1707,"Stoke-on-Trent, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,35,28,2,5,"So much to do in Central Park, we visited three times for fresh air, people watching and NYC coffee. You can literally spend all day there being lost from the city and enjoying the sites. We went in Feb and it were lucky with the weather. Definitely a must return for us in the summer",As magical as the movies ,Archer7842,"Abingdon, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,182,110,2,5,"What a place, a lovely park. Did not realise how big it actually was! It is approximately 6 miles so hiring the bike was ideal. They offer horse drawn carriages but I would NOT recommend as I do not agree with using horses as a means of entertainment. Walk it if you have the stamina and time, otherwise, hire a bike or do a tour! There was also the option for someone to cycle you around whilst you sat in the back. I don't know how much that cost.",Bike Riding through Central Park,Nat McClarnan,"Swansea, United Kingdom"
Central Park,New York City,Mar 2020,February 2020,106,31,1,5,A vast tranquil park with beautiful spots to relax & also good for taking photos of NY skyline. A welcomed green area after the busy streets of NYC,Vast,Berenice B,
Central Park,New York City,Mar 2020,March 2020,255,91,2,5,A beautiful open space in the middle of a vibrant and crazy city. I thoroughly enjoy running though the park and exploring. Really is a must see.,Beautiful & peaceful,MrsLC2006,"London, United Kingdom"
Central Park,New York City,Mar 2020,May 2019,11,1,0,5,This is a good place for me to run and relax. I enjoyed the sunshine and the rain in the park. Several rich people also run with me when I was there as a tourist.,A place to run and relax,Tiffany,
Central Park,New York City,Mar 2020,March 2020,32,27,0,5,"This is the beating heart of NYC. It’s were families come together at the weekend, friends meet up and where romance blossoms. It is also now a haven since the virus has come upon us.",The beating heart,Jane,
Central Park,New York City,Mar 2020,March 2020,"2,820",479,0,5,"Central Park is an extensive area located in the upper part of Manhattan, surrounded by the upper east and west side and Harlem. It is composed by different parts, such as the great lawn, the reservoir and the Lake, and there are scattered here and there several statues or pieces of art. During our stay my girlfriend and I passed by or visited Central Park every single day, as after a long day of walking in a concrete jungle breathing some fresh air was lovely, and for a moment it seemed to be somewhere else. To visit the entire park you need several hours, if not an entire day, as there is so much to see and do, and sometimes it's nice just to relax and enjoy life. We spent a good amount of time reading the inscriptions by citizens on benches; some of them were sad because regarded dead people, some other made me smile because they were about people who fell in love in that spot. New York wouldn't be the same without central park, it's a world on its own. If you are into walking, running, cycling or simply being outside in the green, this is definitely the place for you. Simply lovely and very well-planned as park.",City's lungs,The Swiss Nomad,"Lugano, Switzerland"
Central Park,New York City,Apr 2020,May 2019,15,16,1,5,Went to central park and rented some bikes. It was a lovely sunny day it there was nothing better then cycling round the park with family.,Amazing,Matthew Heslop,"Newcastle upon Tyne, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,62,2,0,5,Central Park is always a fun place to visit. There places to eat within the park and it always feels extra peaceful walking around after you’ve been in the city for a few days.,Best place to breathe! Beautiful and fun place to explore.,Mallory Elizabeth,"Aurora, Colorado"
Central Park,New York City,Apr 2020,September 2019,92,72,0,5,"This was by far, the highlight of my first trip to NYC. It's perfect for a stroll through, as there's so much to see; the skyline is an impressive sight and it was fun ticking off how many scenes from films we remember being filmed in various locations throughout the park! There is an abundance of activities to see & do; cycling, food stands, photography, the Zoo, viewing famous landmarks. You will definitely need more than one day to see it all, but I can highly recommend taking the time to do so.",An absolute must!,Christy,"London, United Kingdom"
Central Park,New York City,Mar 2020,April 2020,10,1,0,5,"We cycled the whole route around central park on one of the sunnier evenings of our trip and it was so worth it! Only $12 for the hour of the rental bike, so cheap!",Love!,amyheslopx,"South Shields, United Kingdom"
Central Park,New York City,Mar 2020,March 2020,212,136,0,4,"Central Park is a good and impressive park, and worth going to if you are visiting or studying or living in NYC. At some points I felt like I was outside a big city and it had a nice feel. If you want to get out of the city, do come here to get away. Plenty of sights to see and trails to go for a walk, run or bike ride.",A good park,John B,"Norristown, Pennsylvania"
Central Park,New York City,Mar 2020,March 2020,70,56,2,5,"We took our time to walk most of the park and to take in the many different areas it presents From the Zoo to the Ice Rink and even the boating lake, there is so much to do. There are different entertainers of people posing for modelling photos, that at to the feel and interest of such a vast green space Well worth losing yourself to some rest or relaxation away from the fast pace of the city surrounding it",While away the day with a great walk and people watching,Simple22,"Epping, United Kingdom"
Central Park,New York City,Apr 2020,October 2019,13,12,1,5,A natual place inside the new york city. Hard to cover all in one day. Enjoyed with the nature. Can relax the mind and body,Beautiful,PARTHIPAN V,
Central Park,New York City,Apr 2020,March 2020,16,4,0,5,"We loved the little bike/cart tour through central park. Our guide was very knowledgeable and personable! It started to rain as our tour was ending, and he offered to take us back to our hotel! LOVE! Great customer service!!",A must see!,Glenda B,"Pleasant View, Tennessee"
Central Park,New York City,Apr 2020,January 2020,5,1,0,5,"I went in Winter and the lake was frozen , but so beautiful, even in Winter, it's a great place to visit alone or with the family.",A great place to relax and meditate,Andreia N.,
Central Park,New York City,Apr 2020,February 2020,10,13,1,4,I could walk around in Central Park for hours to escape the hustle and bustle of the city. I love walking the trails all different times of year but my favorite is in the fall. Make sure to watch the gondolas in the pond.,Calming,Sandy,"New York City, New York"
Central Park,New York City,May 2020,May 2020,150,44,1,5,"Beautiful walks for miles! Love the little conservatory and paved pathways. Many food trucks line the streets outside the park. Good place to sit and read, run, or enjoy the day. Wish more was open, will come back again next year.",Beautiful walks!,Allison Helene,"Brownsburg, Indiana"
Central Park,New York City,Apr 2020,August 2019,711,162,0,5,"We visited Central Park on the morning before we were due to take Amtrak back home. It was a sunny Sunday, and even at 9am the park was being well used. We walked around for a while and enjoyed people watching. I do regret that we did not take a horse & buggy ride around the park. While we spent only 2 hours here, I can see where I could have easily spent a whole day. GO.",It is Central Park - What More Can You Say,Ed C,"Arlington, Virginia"
Central Park,New York City,May 2020,January 2020,22,37,3,5,"We visited while on holiday to NYC, what a beautiful and clean park it is to walk through. You almost forget that you're in the middle of a city, it's so peaceful and there's a lot to see. Wish we had more time to walk through more of the park, if we ever return we'll most certainly be back. My partner proposed while we were admiring the view of the city too, it'll always hold a special place in my heart.",A place in my heart,Ccc,
Central Park,New York City,May 2020,March 2020,49,24,1,5,"Central Park is a must see. However, if you go, plan on going another day to get the whole experience. So much energy, diversity and nature in one place. We relaxed on the big rocks and there is the most awesome playground for my 9 year old. Excellent food trucks nearby and plenty of room to wander and see the New York skyline while taking in nature.",Central Park ,cpricher,"Green Bay, Wisconsin"
Central Park,New York City,May 2020,February 2020,72,30,0,5,We just love central park its iconic. You could spend a whole day here and still want more. From bow bridge to ice skating the boating pond to all the little arches and fountains not to mention the people watching. We have been in feb 2020 and may 2017 and we still feel like theres more to see clean and safe. I highly reccomend the street cart facing the plaza hotel on the cornor of the park for some traditional and iconic new york street food ❤,Everything you see in the movies and more ,Sean+stephen,"Dublin, Ireland"
Central Park,New York City,May 2020,June 2019,"1,440",105,1,5,"We took a tour through Central Park with one of the motor buggies. It was thoroughly enjoyable. Our guide was very knowledgeable and dropped us off in certain parts of the part and picked us up to continue the tour. We saw the fountain, statutes and street performers. After our tour we walked back through the park to further enjoy it. There are a lot of building to see along side of the park. The Zoo is also in the park. This is a must do for any visitor to New York City. Wear your walking shoes.",Something for Everyone,Jerome M,"Gary, Indiana"
Central Park,New York City,Apr 2020,June 2019,56,34,1,5,"A beautiful park. Oasis of calm in the heart of the city. Some nice picnic spots, benches to sit on, trees, cafes and access to the zoo. Well worth spending an hour or so in every day. Felt very safe and also clean with little or no litter.",Peaceful and vast,Ian M,"St. Albans, United Kingdom"
Central Park,New York City,May 2020,March 2020,"6,245",1,0,5,"Without Central Park, New York would be a different sort of city. Manhattan is one the world's most densly populated urban area. Almost 40 million people visit Central Park annually. It's a place to get out, stretch your legs and get a lungful of (almost) fresh air. Central Park is more than 840 acres in area. It's generally a safe place these days, but don't tempt fate by wandering around after dark.",New York City's green lungs,Jeffry b,"Essendon, Australia"
Central Park,New York City,Jun 2020,June 2020,2,6,2,5,The best part of the park is that there is a waterfall in the park. It's from the other side of the park. You can rent a bike so you can find it easier.,Central park ,Dominic B,
Central Park,New York City,May 2020,January 2020,289,116,2,5,A walk through Central Park needs to be on your to do list if you are visiting NYC. This place is absolutely stunning and there is so much to see. Make sure you have plenty of time to see it all. Paradise in a concrete jungle!,"If you are visiting NYC, this is a must see!",ShaunPeace,"Sheffield, United Kingdom"
Central Park,New York City,Jun 2020,June 2020,3,0,0,5,One of the best places in the city is the park. It's hide so I definitely recommend to rent a bike. You will be faster and it's going to be easy to see the whole park.,Best park,Robert R,
Central Park,New York City,May 2020,June 2019,161,32,0,5,"A welcome break to the non stop noise and busy actions of the city, once you step through the gates into the park you leave behind the towering sky scrapers and the sky is soon covered by the trees hanging over head. The park is good to visit in any of the four seasons because it's always colourful and peaceful throughout the year, whether you see the white winter snow or autumn leaves. You can walk your dog, go jogging, play catch or even have a horse ride. The park stretches about a mile long and gives you plenty of time to explore if you go slowly, you can go by the water, see several statues of different people you've never heard of or see the street performers. At the centre of the park rests a huge fountain beside a large lake, my first time I saw it I somehow recognised the fountain even though I had never been there before. I then realised that I had seen Central park so many times in films and games that I knew it before I had arrived in New York. You'll probably recognise several things yourself if you ever visit, whether it's from films like Home alone 2 or Spider man. The park is also useful if you ever get lost in the city, once you're in the park you'll know you're in the middle of the park and can figure out your way from there.",Peace and quiet in the big city,Daniel C,"Middlesbrough, United Kingdom"
Central Park,New York City,Jun 2020,July 2019,2,0,0,5,My experience in Central Park was absolutely amazing. Everything about the times in spent there was great. The wildlife and the nature around me was stunning. I had lovely time and would definitely go again.,Stunning Central Park,Finley Wallace - Wright,"London, United Kingdom"
Central Park,New York City,Jun 2020,June 2020,3,0,0,5,Other great park in new york. Central park is the biggest so it's a good idea to rent a bike and explore it.,Park,Joshua M,
Central Park,New York City,May 2020,September 2019,537,328,2,5,"The sheer size of this park is unbelievable. We spent half a day wondering around and barely scratched the surface. The busy places are the obvious areas. But there are plenty of quiet places too. We sat with an ice cream listening to various entertainers, who were all amazing. It was extremely clean. Have to say it's the best park I've ever visited and for a moment, I forgot I was in a city.",Fantastic,Lane the English traveller,"Huddersfield, United Kingdom"
Central Park,New York City,Jun 2020,June 2020,16,158,43,4,I thought beautiful and things are only in Africa especially Uganda EastAfrica but I also saw some here,Beautiful ,Kyambadde Shafic,"Kampala, Uganda"
Central Park,New York City,Jun 2020,June 2020,3,0,0,5,Very cool place to relax and chill. It is totally different than the city. I like to rent a bike and explore the park because it's not a small park at all.,Park,Alba R,
Central Park,New York City,Jun 2020,July 2019,49,24,0,4,"an amazing place in Manhattan, but pick your time of year as when we went it was too hot - around 40 C & very humid which spoiled our walking plans. we will go back here another time, just not in July & in the middle of the day, lovely place","worth a visit, but very hot!",IV1998,Tetbury
Central Park,New York City,Jun 2020,June 2020,3,6,2,5,Central park is the best park I which I have been. It's really big and this is way it's a good idea to get a bike. You would be much faster and you can enjoy more from the park.,Central park,Bradley N,"Queens, New York"
Central Park,New York City,Jun 2020,June 2020,3,0,0,5,I love central park for tears and I come here very very often to relax or spend my free time with friends. You can rent a bike as eell,Solo,Alyson B,
Central Park,New York City,Jul 2020,September 2019,16,8,1,5,"Great for running, biking, roller skating. Great for day trips, picnic and walks. I love everything about Central Park and NYC.",Great park,Ann,
Central Park,New York City,Jun 2020,June 2020,3,0,0,5,It is a good park which is also very big. If you are to go there I recommend renting a bike as it is easier to see all of the park. It is a good way to get exercise by walking or riding a bike in the park.,Central Park,Emma L,"Woonona, Australia"
Central Park,New York City,Jul 2020,September 2019,21,3,1,4,"To escape from all the hustle and bustle of the city this is the best place, rent a bike and go around the park, it will be a good way to relax and have fun, even better if you go with friends or boyfriend. Have a good time…",in winter or summer it is the best !!!,Candy Ashworth,"Clifton, New Jersey"
Central Park,New York City,Jul 2020,September 2019,20,42,2,5,We saw the east part on the first day we arrived in NYC and got to the visitor center there as well as we were on our way to the Guggenheim Museum. On the way back saw another part of the park and the police and/horses.,Central Park,reneelc2016,Springifled
Central Park,New York City,Jul 2020,August 2019,22,47,3,5,"Lovely park, visited on Independence Day and had lunch, lovely to see families out enjoying the weather and having fun",Gorgeous Park,TomVDP,"Rainham, United Kingdom"
Central Park,New York City,Jun 2020,March 2020,65,68,2,5,We walked a lot on our trip to and around Central Park. So be sure to wear comfortable walking shoes. There are walkers and joggers the early Saturday morning we visited. Stopped Along the way: Belvedere Castle Bethesda Terrace & Fountain (empty in March) Strawberry Fields Alice in Wonderland Statue Bow Bridge & other bridges seen in movies and TV Columbus Circle,Wear walking shoes!  Lots to see,Mina L,"Los Angeles, California"
Central Park,New York City,Aug 2020,September 2019,75,51,2,5,NYC cannot exist without Central Park. New Yorkers are so lucky to have such a magnificent park in the city center to relax and enrich their mind & soul.,Central Park : Enrich your mind & soul,Felicity W,
Central Park,New York City,Aug 2020,December 2019,28,38,2,5,Central Park provides NY the most needed nature. Nowadays it’s part of the city’s identity with plenty of locals using it for their workouts. It’s lakes and gardens located in the middle of the skyscrapers are beautiful. Incredible!,Beautiful park,Francis O,"Chicago, Illinois"
Central Park,New York City,Aug 2020,August 2020,514,113,1,4,I went there yesterday-live close by. There is always another path to discover. I like the paths that surround the Great Lawn. And there are many paths behind it with benches if you want some peace and quiet.,Great place to exercise,emmyFortLauderdale,"New York City, New York"
Central Park,New York City,Aug 2020,September 2019,6,7,1,5,An Iconic site. Central Park is a must visit when visiting New York. We really enjoyed it and will be back in winter.,great !,Merlin6466,United Kingdom
Central Park,New York City,Aug 2020,December 2019,94,53,0,5,"We went to see the John Lennon memorial, and hired bike riding guides to show us around. We managed to barter the price down and get 2 for 1. They were very informative about the park and the surrounding area.",Must see,Trevor M,"nottingham, england"
Central Park,New York City,Aug 2020,September 2019,9,10,1,5,An iconic location and on the bucket list. Clean and well kept grounds. Beautiful setting. Love it!!!,Iconic,James Cone,"Glasgow, United Kingdom"
Central Park,New York City,Aug 2020,February 2020,7,7,1,5,One of the most beautiful places I have ever visited. We had a fabulous tour guide (on a bike) which I definitely recommended- lovely lovely place.,Beautiful ,rhiwhite22,
Central Park,New York City,Aug 2020,August 2020,39,42,2,5,"Unfortunately many of the traditional things to do in Central Park were closed due to COVID, but we walked from the southeast corner up through the park to the reservoir, then around to the west and back to 5th Avenue, finishing with a walk down 5th avenue. The park is amazing. The scale of Central Park is something to behold. The grounds are well kept and the people were quite courteous. Central Park is lush with many large open fields, and you forget for a moment you’re in the middle of a big city, until you look up and to the west or east and see the skyscrapers! The walk was amazing, and highly recommended. Wear comfortable walking shoes, there is no short trip through the park.",Central Park walking tour,Will S,"New York City, New York"
